Experiment ID,ts,drug concentration (uM),spheroIndex,Area (um2),Perimeter (um),Solidity,Equivalent Diameter (um),Circularity,Mean grey value,Homogeneity,Energy,Correlation,UniqueIdentifier,2 classes encoded,Growth1-0,Growth2-1,Growth2-0,Grey1-0,Grey2-1,Grey2-0
1305,0,0.0,11,16531.231799999998,817.452521146,0.730110303,145.080040148,0.310878011,517.0501278,0.966113269,0.922447343,0.908922245,"(1305_B, 11, 0.0)",,,,,,,
1305,0,0.0,12,12402.4092,659.254788352,0.695263628,125.6631920944,0.358599215,575.8333603,0.97292259,0.941153991,0.899205548,"(1305_B, 12, 0.0)",,,,,,,
1305,0,0.0,14,11068.6454,548.0871414,0.775791434,118.71409785439998,0.463025716,588.0241252,0.977493501,0.948130798,0.90444387,"(1305_B, 14, 0.0)",,,,,,,
1305,0,0.1,2,18205.0788,688.4988224279999,0.799160252,152.2479104778,0.482609674,555.9990077,0.959175889,0.916712329,0.914774293,"(1305_B, 2, 0.1)",,,,,,,
1305,0,0.1,4,17535.539999999997,1267.468235272,0.539744848,149.4220297144,0.137168642,655.6796324,0.954325415,0.913694761,0.880797163,"(1305_B, 4, 0.1)",,,,,,,
1305,0,0.1,6,19735.4532,910.642184158,0.696549137,158.518009864,0.299062142,499.9562081,0.955090423,0.907865916,0.914013406,"(1305_B, 6, 0.1)",,,,,,,
1305,0,0.1,7,13922.156,672.294789004,0.764963504,133.1399247672,0.387076557,674.6395799,0.965013182,0.934287252,0.880488475,"(1305_B, 7, 0.1)",,,,,,,
1305,0,0.1,9,24416.911,1593.6039487459998,0.592062878,176.3195299714,0.120820267,523.2773195,0.933927436,0.881084441,0.887221416,"(1305_B, 9, 0.1)",,,,,,,
1305,0,0.1,10,13252.6172,484.333444638,0.917924181,129.8990234446,0.709941557,455.8130284,0.971885124,0.939181385,0.90781161,"(1305_B, 10, 0.1)",,,,,,,
1305,0,0.1,13,12428.9782,473.203108628,0.906940675,125.797720754,0.697509477,573.9711115,0.97386854,0.942937329,0.904326087,"(1305_B, 13, 0.1)",,,,,,,
1305,0,0.1,14,11695.6738,449.823781626,0.925178646,122.03030110199998,0.726357268,418.9568062,0.975298831,0.946378337,0.921907197,"(1305_B, 14, 0.1)",,,,,,,
1305,0,0.1,15,25235.2362,1231.8399153219998,0.673999432,179.24982749159997,0.20898191,369.1430765,0.940350749,0.882239336,0.915516751,"(1305_B, 15, 0.1)",,,,,,,
1305,0,1.0,2,20048.9674,823.509159416,0.745063191,159.7721443824,0.371505293,701.2811602,0.958845369,0.907645418,0.916551714,"(1305_B, 2, 1.0)",,,,,,,
1305,0,1.0,3,17184.8292,646.214788678,0.819356473,147.920262662,0.517131864,686.5728731,0.964762073,0.921337639,0.905062194,"(1305_B, 3, 1.0)",,,,,,,
1305,0,1.0,4,15973.2828,586.4161340219999,0.868535105,142.6107124958,0.583703401,665.7561988,0.969285273,0.926728767,0.904621174,"(1305_B, 4, 1.0)",,,,,,,
1305,0,1.0,5,16504.6628,740.1954616759999,0.766724266,144.9634069324,0.378550378,809.3990475,0.96482653,0.92320744,0.896652272,"(1305_B, 5, 1.0)",,,,,,,
1305,0,1.0,6,20107.4192,993.164873542,0.679719777,160.0048788794,0.256167184,669.4190185,0.959246949,0.905488246,0.897986054,"(1305_B, 6, 1.0)",,,,,,,
1305,0,1.0,7,15261.2336,612.496134022,0.835612453,139.39586121379998,0.511202301,660.6014049,0.969999389,0.929608433,0.912849984,"(1305_B, 7, 1.0)",,,,,,,
1305,0,1.0,8,19857.6706,899.511849126,0.716861692,159.00808618559998,0.308407115,581.1057111,0.957329398,0.907049455,0.890318995,"(1305_B, 8, 1.0)",,,,,,,
1305,0,1.0,9,16276.1694,739.8678147239999,0.754805323,143.9564604796,0.373640371,612.9916242,0.965585848,0.923912176,0.904301805,"(1305_B, 9, 1.0)",,,,,,,
1305,0,1.0,10,16610.9388,691.1994954259999,0.836947791,145.42937858579998,0.436915264,727.961574,0.969434341,0.922822355,0.893250939,"(1305_B, 10, 1.0)",,,,,,,
1305,0,1.0,11,15452.5304,614.7334446379999,0.849547181,140.26679140379997,0.513849322,600.3107109,0.968538422,0.928923077,0.91257257,"(1305_B, 11, 1.0)",,,,,,,
1305,0,1.0,12,20840.7236,1032.2848732159998,0.664295393,162.89638862619998,0.245766979,540.1471619,0.958765184,0.902180057,0.907280017,"(1305_B, 12, 1.0)",,,,,,,
1305,0,1.0,13,18412.317,1003.8318484739998,0.654638201,153.11201820499997,0.229612944,512.7923438,0.962493973,0.91263165,0.911118503,"(1305_B, 13, 1.0)",,,,,,,
1305,0,1.0,14,11275.8836,445.2134433339999,0.91742326,119.8202858466,0.714864793,578.2524303,0.977527281,0.947897961,0.900893979,"(1305_B, 14, 1.0)",,,,,,,
1305,0,1.0,15,9012.2048,404.511428578,0.909871245,107.12000529579998,0.692116693,542.3896633,0.982339488,0.958079528,0.909956708,"(1305_B, 15, 1.0)",,,,,,,
1305,0,1.0,16,10478.8136,503.430083234,0.840221559,115.507748033,0.519569503,573.7548811,0.978870213,0.950573757,0.895528554,"(1305_B, 16, 1.0)",,,,,,,
1305,0,1.0,17,17126.377399999998,670.8484860919999,0.786865234,147.6684833102,0.478218624,646.0387719,0.964344401,0.92099089,0.902576577,"(1305_B, 17, 1.0)",,,,,,,
1305,0,1.0,18,27095.0662,894.110505086,0.788586452,185.7377445602,0.425909851,366.8122431,0.945603413,0.859797651,0.931836507,"(1305_B, 18, 1.0)",,,,,,,
1305,0,1.0,19,20601.6026,1158.537898284,0.588226369,161.9591773224,0.192881413,588.152933,0.955630708,0.901457979,0.891180473,"(1305_B, 19, 1.0)",,,,,,,
1305,0,1.0,20,16557.800799999997,794.4008410959999,0.702118071,145.19657967119997,0.329710765,574.9382086,0.972320218,0.922154721,0.893176756,"(1305_B, 20, 1.0)",,,,,,,
1305,0,2.0,2,13332.3242,530.3010915899999,0.890980114,130.2890724364,0.595759104,786.3396208,0.967154357,0.938480977,0.893995078,"(1305_B, 2, 2.0)",,,,,,,
1305,0,2.0,4,19055.2868,1073.642184484,0.643113343,155.7624623944,0.207733348,477.3730416,0.95188879,0.908833415,0.886455136,"(1305_B, 4, 2.0)",,,,,,,
1305,0,2.0,5,21563.4004,927.501512138,0.728153598,165.6966327496,0.314990792,563.8309942,0.94304298,0.899972534,0.892541613,"(1305_B, 5, 2.0)",,,,,,,
